100
2
-1.000000,-1.000000,
12.000000,-1.000000,
11.000000,-1.000000,
10.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
19.000000,-1.000000,
18.000000,-1.000000,
15.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
18.000000,-1.000000,
-1.000000,-1.000000,
20.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
25.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
37.000000,-1.000000,
36.000000,-1.000000,
35.000000,-1.000000,
-1.000000,-1.000000,
41.000000,53.000000,
40.000000,-1.000000,
39.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
52.000000,-1.000000,
45.000000,-1.000000,
50.000000,52.000000,
47.000000,49.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
54.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
62.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
67.000000,-1.000000,
-1.000000,-1.000000,
73.000000,-1.000000,
72.000000,-1.000000,
-1.000000,-1.000000,
72.000000,-1.000000,
-1.000000,-1.000000,
74.000000,-1.000000,
-1.000000,-1.000000,
78.000000,-1.000000,
77.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
90.000000,-1.000000,
97.000000,-1.000000,
92.000000,96.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
96.000000,-1.000000,
-1.000000,-1.000000,
98.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
-1.000000,-1.000000,
